,FMID,MarketName,Facebook,Twitter,Youtube,Website,has_social_media,city,State,street,County,x,y,Credit,WIC,WICcash,SFMNP,Organic,Flowers,Vegetables,Meat,Nursery,Wine,Coffee,Fruits,PetFood,WildHarvested,updateTime,Location,AddressNumber,PlaceName,StateName,StreetName,StreetNamePreDirectional,StreetNamePostDirectional,ZipCode,StreetNamePrefix,StreetNameSuffix,USPSBox,OccupancySuite
3933,1005252,Kalihi Valley District Park Peoples Open Market,,,,http://www.honolulu.gov/parks/programs/pom,True,Honolulu,Hawaii,1911 kam iv road,Honolulu,-157.86995,21.344696,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/25/2015 6:45:48 PM,,1911,,,kam iv,,,,,road,,
3934,1001754,Kalispell Farmers Market,,,,,False,Kalispell,Montana,center street,Flathead,-114.306,48.2,0,0,0,0,,,,,,,,,,,2011,,,,,center,,,,,street,,
3935,1011859,Kalkaska Farmers Market,www.facebook.com/kalkaskafarmmarket,,,,True,Kalkaska,Michigan,353 cedar south,Kalkaska,-85.178275,44.730628,1,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7/5/2016 11:36:36 AM,,353,,,cedar,south,,,,,,
3936,1006265,Kamas Farmers Market,,,,,False,Kamas,Utah,,Summit,-111.281,40.643,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3937,1008118,Kamehameha Community Park Peoples Open Market,,,,http://www.honolulu.gov/parks/programs/pom,True,Honolulu,Hawaii,1400 kalihi street,Honolulu,-157.871842,21.334995,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/25/2015 3:37:01 PM,,1400,,,kalihi,,,,,street,,
3938,1012470,Kamms Corners Farmers Market,https://www.facebook.com/kammsmarket/,,,http://www.kammscornersfarmersmarket.org,True,Cleveland,Ohio,16906 albers ave,Cuyahoga,-81.814974,41.449328,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7/12/2016 9:16:10 AM,,16906,,,albers,,,,,ave,,
3939,1012702,Kamuela Farmers Market,https://www.facebook.com/kamuelafarmersmarket/,,,http://kamuelafarmersmarket.com/,True,Kamuela,Hawaii,67 pukalani road,Hawaii,-155.662467,20.016964,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7/19/2016 3:28:15 AM,,67,,,pukalani,,,,,road,,
3940,1003928,Kanab Farmers Market,,,,,False,Kanab,Utah,78 100 south e,Kane,-112.5267,37.04661,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/20/2014 9:36:01 AM,Local government building grounds,78,,,100,south,e,,,,,
3941,1012620,Kanawha Farmers Market,,,,,False,Kanawha,Iowa,,Hancock,-93.7932746,42.9377443,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7/14/2016 8:42:59 PM,,,,,,,,,,,,
3942,1005253,Kaneohe District Park Peoples Open Market,,,,http://www.honolulu.gov/parks/programs/pom,True,Kaneohe,Hawaii,45 keaahala road,Honolulu,-157.809836,21.409885,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/25/2015 6:42:31 PM,,45,,,keaahala,,,,,road,,
3943,1001039,Kankakee County Farmers Market II,,,,,False,Kankakee,Illinois,805 kennedy north dr,Kankakee,-87.8785,41.1298,0,0,0,0,,,,,,,,,,,2009,,805,,,kennedy,north,,,,dr,,
3944,1010312,Kankakee Farmers Market,https://www.facebook.com/K3FarmersMarket,https://twitter.com/K3FarmersMarket,,http://www.downtownkankakee.com/farmers.html,True,Kankakee,Illinois,200 schuyler south ave,Kankakee,-87.863989,41.118811,1,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6/12/2014 3:48:21 PM,Private business parking lot,200,,,schuyler,south,,,,ave,,
3945,1001038,Kankakee Farmers Market  Spring Market,https://www.facebook.com/groups/KankakeeFarmersMarket/,,,http://www.downtownkankakee.com/farmers.html,True,Kankakee,Illinois,200 merchant east st,Kankakee,-87.86395,41.11913,1,0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3/31/2014 4:14:32 PM,Local government building grounds,200,,,merchant,east,,,,st,,
3946,1011807,Kansas Grown Farmers Market 21st  Ridge,kansasgrowninc,@KSGrownMarket,,http://www.kansasgrowninc.com,True,Wichita,Kansas,7001 21st west n st,Sedgwick,-97.425572,37.722685,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7/13/2016 2:59:54 PM,,7001,,,21st,west,n,,,st,,
3947,1011808,Kansas Grown Farmers Market 21st  Rock,kansasgrownfarmersmarket,@KSGrownMarket,,http://www.kansasgrowninc.com,True,Wichita,Kansas,8141 21st east n st,Sedgwick,-97.242456,37.722703,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3/21/2016 7:02:36 AM,,8141,,,21st,east,n,,,st,,
3948,1011809,Kansas Grown Farmers Market Derby,kansasgrownfarmersmarket,@KSGrownMarket,,http://www.kansasgrowninc.com,True,Derby,Kansas,611 mulberry north rd,Sedgwick,-97.248313,37.548377,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3/21/2016 7:09:36 AM,,611,,,mulberry,north,,,,rd,,
3949,1003614,Kapaa New Town Park Sunshine Markets,,,,,False,Kapaa,Hawaii,kahau road,Kauai,-159.321,22.0764,0,0,0,0,,,,,,,,,,,2009,,,,,kahau,,,,,road,,
3950,1005254,Kapolei Community Park Peoples Open Market,,,,http://www.honolulu.gov/parks/programs/pom,True,Kapolei,Hawaii,91 kamaaha loop,Honolulu,-158.06852,21.333433,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/25/2015 4:39:52 PM,,91,,,kamaaha,,,,,loop,,
3951,1006249,Kasilof Flea and Farmers Market,,,,,False,Anchorage,Alaska,mile 111 12 sterling highway,,-149.9,61.2181,0,0,0,0,,,,,,,,,,,2009,,,,,mile 111 12 sterling,,,,,highway,,
3952,1011714,Katy Trail Market,,,,,False,Ashland,Missouri,,Boone,-92.262023,38.778763,1,0,0,0,,,,,,,,,,,10/19/2015 12:46:33 PM,,,,,,,,,,,,
3953,1006662,Kauai Community Market,,,,http://www.kauaicommunitymarket.org,True,Lihue,Hawaii,3 kaumualii highway,Kauai,-159.396482,21.967037,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/12/2013 1:26:01 PM,Educational institution,3,,,kaumualii,,,,,highway,,
3954,1008102,Kauai Culinary Market,,,,http://www.kauaigrown.org,True,Koloa,Hawaii,,Kauai,-159.469167,21.906667,1,0,0,0,,,,,,,,,,,2/26/2014 11:33:24 PM,,,,,,,,,,,,
3955,1005873,Kauffmans Farmers Market,,,,http://www.kauffmanfarmerket.com,True,Montezuma,Georgia,1305 mennonite church road,,-83.9813,32.3182,0,0,0,0,,,,,,,,,,,2009,,1305,,,mennonite church,,,,,road,,
3956,1005255,Kaumualii Street Peoples Open Market,,,,http://www.honolulu.gov/parks/programs/pom,True,Honolulu,Hawaii,700 kalihi street,Honolulu,-157.877933,21.327477,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/25/2015 6:23:45 PM,,700,,,kalihi,,,,,street,,
3957,1002030,KC Organics and Natural Market,https://www.facebook.com/kcorganicsandnaturalmarket?Cached,,,http://www.kcorganics.com,True,Kansas City,Missouri,14 mile east of holmes road on red bridge road,Jackson,-94.575908,38.924954,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3/19/2015 3:22:54 PM,,14,,,mile east of holmes road on red bridge,,,,,road,,
3958,1007736,KCC Diamond Head Farmers Market,,,,http://www.hfbf.org,True,Honolulu,Hawaii,4303 diamond head road,Honolulu,-157.799,21.268,0,0,0,0,,,,,,,,,,,May 12 2010 5:50 AM,,4303,,,diamond head,,,,,road,,
3959,1011994,KCK Farmers Market  THURSDAY,www.facebook.com/kckgreenmarket/,www.twitter.com/farmerskck,,http://www.kckfarmersmarket.com,True,Kansas City,Kansas,argentine ln,Wyandotte,-94.7502769,39.1216341,1,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/1/2016 5:31:17 PM,,,,,argentine,,,,,ln,,
3960,1011992,KCK Farmers Market  TUESDAY,www.facebook.com/kckgreenmarket/,www.twitter.com/farmerskck,,http://www.kckfarmersmarket.com,True,Kansas City,Kansas,2220 central ave,Wyandotte,-94.65493,39.108138,1,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/1/2016 5:24:05 PM,,2220,,,central,,,,,ave,,
3961,1011993,KCK Farmers Market  WEDNESDAY,www.facebook.com/kckgreenmarket/,www.twitter.com/farmerskck,,http://www.kckfarmersmarket.com,True,Kansas City,Kansas,6th,Wyandotte,-94.624191,39.112355,1,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/1/2016 5:33:18 PM,,,,,6th,,,,,,,
3962,1007527,Keaau Village Farmers Market,,,,,False,Keaau,Hawaii,16 olld volcano road,Hawaii,-155.039,19.6258,0,0,0,0,,,,,,,,,,,2009,,16,,,olld volcano,,,,,road,,
3963,1005806,Kearney Area Farmers Market,https://www.facebook.com/KearneyAreaFarmersMarket,,,http://www.krnyfarmersmarket.com,True,Kearney,Nebraska,4700 2nd ave,Buffalo,-99.084957,40.720936,1,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/14/2014 3:23:10 PM,Private business parking lot,4700,,,2nd,,,,,ave,,
3964,1008689,Kearney Area Farmers Market,https://www.facebook.com/KearneyAreaFarmersMarket,,,http://www.krnyfarmersmarket.com,True,Kearney,Nebraska,5011 2nd north ave,Buffalo,-99.081703,40.724882,0,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/14/2014 3:17:44 PM,Private business parking lot,5011,,,2nd,north,,,,ave,,
3965,1012346,Keauhou Farmers Market,https://www.facebook.com/KeauhouFarmersMarket/,,,http://www.konacountyfarmbureau.org,True,Kahaluu-Keauhou,Hawaii,78 kailua-kona hi alii 96740 dr,Hawaii,-155.961611,19.570129,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7/8/2016 2:55:17 AM,,78,kailua-kona,hi,alii,,,96740,,dr,,
3966,1012414,Kedron Farmers Market,Facebook.com/kedronfarmersmarket,Twitter.com/@kedronfarmers,,,True,Dickson,Tennessee,6001 48 n hwy,Hickman,-87.4769689,35.943622,1,0,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/22/2016 9:32:08 AM,,6001,,,48,,n,,hwy,,,
3967,1001927,Keene Farmers Market,,,,http://www.adirondackfarmersmarket.com,True,Keene,New York,73 at marcy airfield rt,Essex,-73.786935,44.222025,1,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5/23/2014 10:12:37 AM,Local government building grounds,,,,73 at marcy airfield,,,,rt,,,
3968,1010219,Keeseville Farmers Market,,,,http://www.adirondackfarmersmarket.com,True,Keeseville,New York,1721 front st,Essex,-73.480927,44.50443,1,1,0,1,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5/23/2014 11:44:08 AM,Local government building grounds,1721,,,front,,,,,st,,
3969,1003613,Kekaha Neighborhood Center Sunshine Markets,,,,,False,Kekaha,Hawaii,elepaio road,Kauai,-159.718,21.9704,0,0,0,0,,,,,,,,,,,2009,,,,,elepaio,,,,,road,,
3970,1004033,Kekela Farm Market,Kekela Farms,,,http://www.kekelafarms.com,True,Kamuela,Hawaii,64 mana rd,Hawaii,-155.63062,20.026707,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3/31/2014 6:11:09 PM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",64,,,mana,,,,,rd,,
3971,1001198,Keller Farmers Market,https://www.facebook.com/kellerfarmersmarket,https://twitter.com/kellerfrmsmkt,,http://www.kellerfarmersmarket.com,True,Keller,Texas,1100 bear creek parkway,Tarrant,-97.227,32.9305,1,0,0,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3/26/2014 2:42:05 PM,Local government building grounds,1100,,,bear creek,,,,,parkway,,
3972,1003093,Kelseyville Steele Winery Farmers Market,,,,,False,Kelseyville,California,29 thomas highway dr,Lake,-122.876,38.9971,0,0,0,0,,,,,,,,,,,2009,,,,,29 thomas,,,,highway,dr,,
3973,1012330,Kelso Bridge Market,Kelso Bridge Market,,,,True,Kelso,Washington,351 three rivers mall drive,Cowlitz,-122.877161,46.127435,1,0,0,0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7/7/2016 4:30:00 PM,,351,,,three rivers mall,,,,,drive,,
3974,1005665,Kemah Farmers and Open Air Market,https://www.facebook.com/KemahFarmersMarket,,,http://www.kemahfarmersmarket.com,True,Kemah,Texas,204 2094 fm,Galveston,-95.0212,29.54093,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/19/2013 12:12:33 AM,Other,204,,,2094,,,,fm,,,
3975,1010254,Kemmerer Farmers Market,,https://twitter.com/kemmerermainst,,http://www.visitkemmerer.org,True,Kemmerer,Wyoming,800 pine ave,Lincoln,-110.537704,41.794574,1,0,0,0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5/29/2014 5:06:22 PM,Local government building grounds,800,,,pine,,,,,ave,,
3976,1001492,Kenais Saturday Market,,,,http://www.visitkenai.com,True,Kenai,Alaska,11471 kenai spur hwy,Kenai Peninsula,-151.261,60.555,1,1,0,1,0.0,,,,,,,,,,4/23/2014 6:03:57 PM,Local government building grounds,11471,,,kenai spur,,,,,hwy,,
3977,1008334,Kendallville Main Street Farmers Market,https://www.facebook.com/#!/kendallvillefarmersmarket?fref=ts,,,,True,Kendallville,Indiana,main south street,Noble,-85.265532,41.443153,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/19/2015 11:34:25 AM,,,,,main,south,,,,street,,
3978,1004136,KendrickJuliaetta Farmers Market,,,,,False,Kendrick,Idaho,kendrick city park,,-116.647,46.6141,0,0,0,0,,,,,,,,,,,2009,,,kendrick city park,,,,,,,,,
3979,1002297,Kenilworth Farmers Market,https://www.facebook.com/pages/Kenilworth-Farmers-Market/115513791856597,,,http://kenilworthmarket.wordpress.com/,True,Towson,Maryland,800 kenilworth drive,Baltimore,-76.619285,39.410824,1,1,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4/5/2014 2:10:40 PM,Private business parking lot,800,,,kenilworth,,,,,drive,,
3980,1005850,Kenmore Farmers Market,,,,,False,Kenmore,New York,2919 delaware ave,Erie,-78.8698,42.9633,0,0,0,0,,,,,,,,,,,Apr 16 2010 11:49 AM,Local government building grounds,2919,,,delaware,,,,,ave,,
3981,1004191,Kennebunk Farmers Market,facebook.com/KennebunkFarmersMarket,,,http://www.kennebunkfarmersmarket.org,True,Kennebunk,Maine,4 main st,York,-70.542994,43.385652,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4/20/2015 10:26:45 AM,,4,,,main,,,,,st,,
3982,1002099,Kennedy Park Farmers Market,,,,http://www.shelbyzoey@comcast.net,True,Fall River,Massachusetts,in fall river ma bradford ave,Bristol,-71.171236,41.695283,0,0,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4/26/2012 2:46:22 PM,,,in fall river,ma,bradford,,,,,ave,,
3983,1001664,Kennedy Plaza Farmers Market,https://www.facebook.com/crossroadsfarmatgrossmanns,,,,True,Long Beach,New York,1 chester west street,Nassau,-73.6659437,40.5894142,1,1,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5/17/2012 4:10:50 PM,Local government building grounds,1,,,chester,west,,,,street,,
3984,1003288,Kennesaw Farmers Market,https://www.facebook.com/KennesawFarmersMarket,,,,True,Kennesaw,Georgia,2820 cherokee street,Cobb,-84.614587,34.0234,1,0,0,0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3/19/2015 1:24:16 PM,,2820,,,cherokee,,,,,street,,
3985,1005578,Kenneth Village,,,,,False,GLENDALE,California,1435 kenneth west rd,Los Angeles,-118.281,34.173,0,0,0,0,,,,,,,,,,,2011,,1435,,,kenneth,west,,,,rd,,
3986,1006747,Kennett Community Farmers Market,,,,,False,Kennett,Missouri,house square,Dunklin,-90.0562,36.2368,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/28/2011 11:16:58 AM,Local government building grounds,,,,house,,,,,square,,
3987,1001404,Kennett Square Farmers Market,,,,http://www.historickennettsquare.com/farmers,True,Kennett Square,Pennsylvania,101 state east street,Chester,-75.71158,39.84707,1,0,0,0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5/7/2012 11:14:27 AM,Other,101,,,state,east,,,,street,,
3988,1002523,Kennewick Farmers Market,,,,,False,Kennewick,Washington,23 kennewick west avenue,Benton,-119.117,46.2087,0,0,0,0,,,,,,,,,,,2009,,23,,,kennewick,west,,,,avenue,,
3989,1006527,Kenny Lake Harvest I,,,,,False,Valdez,Alaska,,,-146.348,61.1308,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3990,1006528,Kenny Lake Harvest II,,,,,False,Valdez,Alaska,,,-145.476,62.1079,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3991,1005923,Kennys Farms,,,,,False,,California,3443 market south street,SHASTA,-122.443,37.7574,0,0,0,0,,,,,,,,,,,2011,,3443,,,market,south,,,,street,,
3992,1005386,Kenosha Farmers Market  Baker Park,,,,,False,Kenosha,Wisconsin,,Kenosha,-87.8206,42.5752,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3993,1005388,Kenosha Farmers Market  Columbus Park,,,,,False,Kenosha,Wisconsin,,Kenosha,-87.8342,42.5859,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3994,1005387,Kenosha Farmers Market  Lincoln Park,,,,,False,Kenosha,Wisconsin,,Kenosha,-87.8311,42.5709,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3995,1005389,Kenosha Farmers Market  Union Park,,,,,False,Kenosha,Wisconsin,,Kenosha,-87.8215,42.5952,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
3996,1012126,Kenosha HarborMarket,Kenosha HarborMarket,,,http://kenoshaharbormarket.com,True,Kenosha,Wisconsin,2 between 54th avenue,Kenosha,-87.813957,42.586623,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6/30/2016 1:51:22 PM,,2,,,between 54th,,,,avenue,,,
3997,1012128,Kenosha Winter HarborMarket,Kenosha HarborMarket,,,http://kenoshaharbormarket.com,True,Kenosha,Wisconsin,514 56th street,Kenosha,-87.81806,42.585197,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6/30/2016 1:49:59 PM,,514,,,56th,,,,,street,,
3998,1006349,Kensington Farmers Market,,,,http://www.tok.md.gov,True,Kensington,Maryland,,Montgomery,-77.072332,39.026769,1,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5/12/2014 1:36:10 PM,,,,,,,,,,,,
3999,1012269,Kensington Metropark Farmers Market,https://www.facebook.com/KensingtonMetropark/,,,http://www.metroparks.com/facilities-education/kensington-farm-center/,True,Milford,Michigan,4570 huron river parkway,Oakland,-83.634008,42.551403,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7/6/2016 9:25:31 AM,,4570,,,huron river,,,,,parkway,,
4000,1008923,Kensington YM,https://www.facebook.com/BrooklynGreenmarkets,,,http://www.grownyc.org,True,Brooklyn,New York,4th,New York,-73.95,40.65,1,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/5/2014 2:09:32 PM,Other,,,,,,,,,,,4th
4001,1001178,Kent Farmers Market,,,,,False,Kent,Washington,,King,-122.237,47.3831,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
4002,1007469,Kent Farmers Market,,,,,False,Kent,Connecticut,kent green,Litchfield,-73.4478,41.6988,0,0,0,0,,,,,,,,,,,2009,,,,,kent,,,,,green,,
4003,1001890,Kent Island Farmers Market,https://www.facebook.com/Kentislandfarmersmarket,,,http://www.kentislandfarmersmarket.com,True,Stevensville,Maryland,830 romancoke rd,Queen Anne's,-76.339118,38.960001,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7/27/2015 1:59:31 PM,,830,,,romancoke,,,,,rd,,
4004,1002985,Kenton Farmers Market,,,,,False,Kenton,Ohio,detroit north st,Hardin,-83.609734,40.64815,0,0,0,0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5/14/2012 1:33:12 PM,Closed-off public street,,,,detroit,north,,,,st,,
4005,1010867,Kentwood Farmers Market,https://www.facebook.com/CityofKentwoodFarmersMarket/,,,http://www.ci.kentwood.mi.us/cityhall/Departments/recreation/Farmers-Market.asp,True,Kentwood,Michigan,4950 breton se rd,Kent,-85.5954701,42.8740082,1,1,0,1,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3/18/2016 9:24:29 AM,,4950,,,breton,,se,,,rd,,
4006,1005905,Kenwood Community Farmers Market,https://www.facebook.com/glenellencommunityfarmersmarket,,,http://www.communityfarmersmarkets.com,True,Kenwood,California,warm springs road,Sonoma,-122.548037,38.412216,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/31/2014 7:48:42 PM,Other,,,,warm springs,,,,,road,,
4007,1010632,Keokuk Farmers Market,,,,http://www.keokukchamber.com,True,Keokuk,Iowa,river city mall parking lot,Lee,-91.381762,40.393557,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10/2/2014 4:28:54 PM,,,river city mall parking,lot,,,,,,,,
4008,1000506,Keosauqua Farmers Market,,,,,False,Keosauqua,Iowa,hwy 1 north,Van Buren,-91.9552,40.7246,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,hwy 1 north
4009,1010150,Kernersville Farmers Market,https://www.facebook.com/KernersvilleFarmersMarket,,,http://www.kernersvillefarmersmarket.com,True,kernersville,North Carolina,134 mountain east street,Forsyth,-80.072513,36.118249,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5/15/2014 12:47:34 PM,Local government building grounds,134,,,mountain,east,,,,street,,
4010,1007852,Kerr Cultural Center Farmers and Craft Market,,,,,False,Scottsdale,California,6110 scottsdale north road,Mariposa,-121.414,38.4876,0,0,0,0,,,,,,,,,,,2009,,6110,,,scottsdale,north,,,,road,,
4011,1006852,Kershaw County Farmers Market,https://www.facebook.com/pages/Kershaw-County-Farmers-Market/51918425806?ref=ts,,,http://www.kcfarmersmarket.org,True,Camden,South Carolina,631 dekalb street,Kershaw,-80.608562,34.245747,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/14/2014 3:53:31 PM,Local government building grounds,631,,,dekalb,,,,,street,,
4012,1005876,Ketchum Farmers Market,,,,http://www.wrfarmersmarket.org,True,Ketchum,Idaho,4 st heritage corridor btwn walnut east ave,Blaine,-114.3637219,43.6825762,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4/26/2012 8:40:53 PM,Closed-off public street,4,,,st heritage corridor btwn walnut east,,,,,ave,,
4013,1011734,Kewaunee County Farmers Market,Rural Enterprise Network,,,http://KewCoFarmersMarket.com,True,Algoma,Wisconsin,42 hwy,Kewaunee,-87.452972,44.576908,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11/23/2015 11:11:50 AM,,,,,42,,,,hwy,,,
4014,1009352,Key Biscayne Farmers Market,,,,http://themarketcompany.org,True,Key Biscayne,Florida,355 glenridge road,,-80.1647,25.6944,1,0,0,0,,,,,,,,,,,2013,,355,,,glenridge,,,,,road,,
4015,1005424,Keyport Farmers Market,,,,,False,Keyport,New Jersey,front west street,Monmouth,-74.205798,40.436183,0,0,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/12/2014 1:38:43 PM,Local government building grounds,,,,front,west,,,,street,,
4016,1009287,Keys Gate Farmers Market,,,,http://www.kgfarmersmarket.com/,True,Homestead,Florida,888 kingman road,,-80.4381,25.4616,1,0,0,0,,,,,,,,,,,2013,,888,,,kingman,,,,,road,,
4017,1001395,Keyser Farmers MarketFort Ashby Farmers Market,,,,,False,Keyser,West Virginia,,Mineral,-78.7613,39.4967,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
4018,1007390,Kiel Farmers Market,,,,,False,Kiel,Wisconsin,4th,Manitowoc,-88.0343,43.9136,0,0,0,0,,,,,,,,,,,2011,,,,,4th,,,,,,,
4019,1002937,Kilauea Neighborhood Center Sunshine Markets,,,,,False,Kilauea,Hawaii,lighthouse road,Kauai,-159.406,22.2112,0,0,0,0,,,,,,,,,,,2009,,,,,lighthouse,,,,,road,,
4020,1010113,Killearn Farmers Market,,,,,False,Tallahassee,Florida,4819 kerry forest pkwy,Leon,-84.2148431,30.5371013,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/6/2014 10:45:13 PM,Private business parking lot,4819,,,kerry forest,,,,,pkwy,,
4021,1009413,Kimball Ridge Family Market,,,,http://www.localharvest.org/kimball-ridge-family-market-M21835,True,Waterloo,Iowa,,,-92.357,42.4694,1,0,0,0,,,,,,,,,,,2013,,,,,,,,,,,,
4022,1004245,Kinderhook Farmers Market,,,,,False,kinderhook,New York,village green green st,Columbia,-73.69983,42.396032,0,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5/17/2012 9:42:11 AM,Closed-off public street,,,,village green green,,,,,st,,
4023,1006379,King  Queen Community Development Farmers Market,,,,http://www.kqcd.org,True,Walkerton,Virginia,120 walkerton boat ramp marsh lane-,King and Queen,-77.0231,37.725,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/20/2011 3:21:56 PM,Private business parking lot,120,walkerton boat ramp,,marsh,,,,,lane-,,
4024,1000922,King City Certified Farmers Market,,,,http://www.kingcitychamber.com,True,King City,California,100 200 block of broadway st,Monterey,-121.123753,36.214155,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/30/2012 12:44:55 PM,Closed-off public street,100,,,200 block of broadway,,,,,st,,
4025,1000617,King Estate Market Place,,,,http://www.kingestate.com,True,Eugene,Oregon,20 miles sw,Hood River,-121.531,45.6905,0,0,0,0,,,,,,,,,,,2009,,20,,,miles,,sw,,,,,
